Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
13.5	0	2	internal://	OutSatisfiedInterests	0	0	0	0
13.5	0	2	internal://	OutTimedOutInterests	0	0	0	0
13.5	0	256	internal://	InInterests	0	0	0	0
13.5	0	256	internal://	OutInterests	0	0	0	0
13.5	0	256	internal://	InData	0	0	0	0
13.5	0	256	internal://	OutData	0	0	0	0
13.5	0	256	internal://	InNacks	0	0	0	0
13.5	0	256	internal://	OutNacks	0	0	0	0
13.5	0	256	internal://	InSatisfiedInterests	3.22123e-18	0	0	0
13.5	0	256	internal://	InTimedOutInterests	0	0	0	0
13.5	0	256	internal://	OutSatisfiedInterests	0	0	0	0
13.5	0	256	internal://	OutTimedOutInterests	0	0	0	0
13.5	0	257	appFace://	InInterests	1.07374e-16	0	0	0
13.5	0	257	appFace://	OutInterests	2.95279e-16	0	0	0
13.5	0	257	appFace://	InData	5.36871e-17	2.64241e-17	0	0
13.5	0	257	appFace://	OutData	0	0	0	0
13.5	0	257	appFace://	InNacks	0	0	0	0
13.5	0	257	appFace://	OutNacks	0	0	0	0
13.5	0	257	appFace://	InSatisfiedInterests	0	0	0	0
13.5	0	257	appFace://	InTimedOutInterests	4.1943e-11	0	0	0
13.5	0	257	appFace://	OutSatisfiedInterests	5.36871e-17	0	0	0
13.5	0	257	appFace://	OutTimedOutInterests	9.43718e-11	0	0	0
13.5	0	258	appFace://	InInterests	1.61061e-16	0	0	0
13.5	0	258	appFace://	OutInterests	2.95279e-16	0	0	0
13.5	0	258	appFace://	InData	0	0	0	0
13.5	0	258	appFace://	OutData	5.36871e-17	2.64241e-17	0	0
13.5	0	258	appFace://	InNacks	0	0	0	0
13.5	0	258	appFace://	OutNacks	0	0	0	0
13.5	0	258	appFace://	InSatisfiedInterests	5.36871e-17	0	0	0
13.5	0	258	appFace://	InTimedOutInterests	4.1943e-11	0	0	0
13.5	0	258	appFace://	OutSatisfiedInterests	5.36871e-17	0	0	0
13.5	0	258	appFace://	OutTimedOutInterests	9.43718e-11	0	0	0
13.5	0	259	appFace://	InInterests	1.87905e-16	0	0	0
13.5	0	259	appFace://	OutInterests	2.68435e-16	0	0	0
13.5	0	259	appFace://	InData	0	0	0	0
13.5	0	259	appFace://	OutData	5.36871e-17	2.64241e-17	0	0
13.5	0	259	appFace://	InNacks	0	0	0	0
13.5	0	259	appFace://	OutNacks	0	0	0	0
13.5	0	259	appFace://	InSatisfiedInterests	5.36871e-17	0	0	0
13.5	0	259	appFace://	InTimedOutInterests	5.24288e-11	0	0	0
13.5	0	259	appFace://	OutSatisfiedInterests	5.36871e-17	0	0	0
13.5	0	259	appFace://	OutTimedOutInterests	8.38861e-11	0	0	0
13.5	0	-1	all	SatisfiedInterests	6.2277e-17	0	0	0
13.5	0	-1	all	TimedOutInterests	1.36315e-10	0	0	0
14	0	1	internal://	InInterests	0	0	0	0
14	0	1	internal://	OutInterests	0	0	0	0
14	0	1	internal://	InData	0	0	0	0
14	0	1	internal://	OutData	0	0	0	0
14	0	1	internal://	InNacks	0	0	0	0
14	0	1	internal://	OutNacks	0	0	0	0
14	0	1	internal://	InSatisfiedInterests	0	0	0	0
14	0	1	internal://	InTimedOutInterests	0	0	0	0
14	0	1	internal://	OutSatisfiedInterests	1.50324e-18	0	0	0
14	0	1	internal://	OutTimedOutInterests	0	0	0	0
14	0	2	internal://	InInterests	0	0	0	0
14	0	2	internal://	OutInterests	0	0	0	0
14	0	2	internal://	InData	0	0	0	0
14	0	2	internal://	OutData	0	0	0	0
14	0	2	internal://	InNacks	0	0	0	0
14	0	2	internal://	OutNacks	0	0	0	0
14	0	2	internal://	InSatisfiedInterests	8.58993e-19	0	0	0
14	0	2	internal://	InTimedOutInterests	0	0	0	0
14	0	2	internal://	OutSatisfiedInterests	0	0	0	0
14	0	2	internal://	OutTimedOutInterests	0	0	0	0
14	0	256	internal://	InInterests	0	0	0	0
14	0	256	internal://	OutInterests	0	0	0	0
14	0	256	internal://	InData	0	0	0	0
14	0	256	internal://	OutData	0	0	0	0
14	0	256	internal://	InNacks	0	0	0	0
14	0	256	internal://	OutNacks	0	0	0	0
14	0	256	internal://	InSatisfiedInterests	6.44245e-19	0	0	0
14	0	256	internal://	InTimedOutInterests	0	0	0	0
14	0	256	internal://	OutSatisfiedInterests	0	0	0	0
14	0	256	internal://	OutTimedOutInterests	0	0	0	0
14	0	257	appFace://	InInterests	2.14748e-17	0	0	0
14	0	257	appFace://	OutInterests	5.90558e-17	0	0	0
14	0	257	appFace://	InData	1.07374e-17	5.28482e-18	0	0
14	0	257	appFace://	OutData	0	0	0	0
14	0	257	appFace://	InNacks	0	0	0	0
14	0	257	appFace://	OutNacks	0	0	0	0
14	0	257	appFace://	InSatisfiedInterests	0	0	0	0
14	0	257	appFace://	InTimedOutInterests	8.38861e-12	0	0	0
14	0	257	appFace://	OutSatisfiedInterests	1.07374e-17	0	0	0
14	0	257	appFace://	OutTimedOutInterests	1.88744e-11	0	0	0
14	0	258	appFace://	InInterests	3.22123e-17	0	0	0
14	0	258	appFace://	OutInterests	5.90558e-17	0	0	0
14	0	258	appFace://	InData	0	0	0	0
14	0	258	appFace://	OutData	1.07374e-17	5.28482e-18	0	0
14	0	258	appFace://	InNacks	0	0	0	0
14	0	258	appFace://	OutNacks	0	0	0	0
14	0	258	appFace://	InSatisfiedInterests	1.07374e-17	0	0	0
14	0	258	appFace://	InTimedOutInterests	8.38861e-12	0	0	0
14	0	258	appFace://	OutSatisfiedInterests	1.07374e-17	0	0	0
14	0	258	appFace://	OutTimedOutInterests	1.88744e-11	0	0	0
14	0	259	appFace://	InInterests	3.7581e-17	0	0	0
14	0	259	appFace://	OutInterests	5.36871e-17	0	0	0
14	0	259	appFace://	InData	0	0	0	0
14	0	259	appFace://	OutData	1.07374e-17	5.28482e-18	0	0
14	0	259	appFace://	InNacks	0	0	0	0
14	0	259	appFace://	OutNacks	0	0	0	0
14	0	259	appFace://	InSatisfiedInterests	1.07374e-17	0	0	0
14	0	259	appFace://	InTimedOutInterests	1.04858e-11	0	0	0
14	0	259	appFace://	OutSatisfiedInterests	1.07374e-17	0	0	0
14	0	259	appFace://	OutTimedOutInterests	1.67772e-11	0	0	0
14	0	-1	all	SatisfiedInterests	1.24554e-17	0	0	0
14	0	-1	all	TimedOutInterests	2.7263e-11	0	0	0
14.5	0	1	internal://	InInterests	0	0	0	0
14.5	0	1	internal://	OutInterests	0	0	0	0
14.5	0	1	internal://	InData	0	0	0	0
14.5	0	1	internal://	OutData	0	0	0	0
14.5	0	1	internal://	InNacks	0	0	0	0
14.5	0	1	internal://	OutNacks	0	0	0	0
14.5	0	1	internal://	InSatisfiedInterests	0	0	0	0
14.5	0	1	internal://	InTimedOutInterests	0	0	0	0
14.5	0	1	internal://	OutSatisfiedInterests	3.00648e-19	0	0	0
14.5	0	1	internal://	OutTimedOutInterests	0	0	0	0
14.5	0	2	internal://	InInterests	0	0	0	0
14.5	0	2	internal://	OutInterests	0	0	0	0
14.5	0	2	internal://	InData	0	0	0	0
14.5	0	2	internal://	OutData	0	0	0	0
14.5	0	2	internal://	InNacks	0	0	0	0
14.5	0	2	internal://	OutNacks	0	0	0	0
14.5	0	2	internal://	InSatisfiedInterests	1.71799e-19	0	0	0
14.5	0	2	internal://	InTimedOutInterests	0	0	0	0
14.5	0	2	internal://	OutSatisfiedInterests	0	0	0	0
14.5	0	2	internal://	OutTimedOutInterests	0	0	0	0
14.5	0	256	internal://	InInterests	0	0	0	0
14.5	0	256	internal://	OutInterests	0	0	0	0
14.5	0	256	internal://	InData	0	0	0	0
14.5	0	256	internal://	OutData	0	0	0	0
14.5	0	256	internal://	InNacks	0	0	0	0
14.5	0	256	internal://	OutNacks	0	0	0	0
14.5	0	256	internal://	InSatisfiedInterests	1.28849e-19	0	0	0
14.5	0	256	internal://	InTimedOutInterests	0	0	0	0
14.5	0	256	internal://	OutSatisfiedInterests	0	0	0	0
14.5	0	256	internal://	OutTimedOutInterests	0	0	0	0
14.5	0	257	appFace://	InInterests	4.29497e-18	0	0	0
14.5	0	257	appFace://	OutInterests	1.18112e-17	0	0	0
14.5	0	257	appFace://	InData	2.14748e-18	1.05696e-18	0	0
14.5	0	257	appFace://	OutData	0	0	0	0
14.5	0	257	appFace://	InNacks	0	0	0	0
14.5	0	257	appFace://	OutNacks	0	0	0	0
14.5	0	257	appFace://	InSatisfiedInterests	0	0	0	0
14.5	0	257	appFace://	InTimedOutInterests	1.67772e-12	0	0	0
14.5	0	257	appFace://	OutSatisfiedInterests	2.14748e-18	0	0	0
14.5	0	257	appFace://	OutTimedOutInterests	3.77487e-12	0	0	0
14.5	0	258	appFace://	InInterests	6.44245e-18	0	0	0
14.5	0	258	appFace://	OutInterests	1.18112e-17	0	0	0
14.5	0	258	appFace://	InData	0	0	0	0
14.5	0	258	appFace://	OutData	2.14748e-18	1.05696e-18	0	0
14.5	0	258	appFace://	InNacks	0	0	0	0
14.5	0	258	appFace://	OutNacks	0	0	0	0
14.5	0	258	appFace://	InSatisfiedInterests	2.14748e-18	0	0	0
14.5	0	258	appFace://	InTimedOutInterests	1.67772e-12	0	0	0
14.5	0	258	appFace://	OutSatisfiedInterests	2.14748e-18	0	0	0
14.5	0	258	appFace://	OutTimedOutInterests	3.77487e-12	0	0	0
14.5	0	259	appFace://	InInterests	7.51619e-18	0	0	0
14.5	0	259	appFace://	OutInterests	1.07374e-17	0	0	0
14.5	0	259	appFace://	InData	0	0	0	0
14.5	0	259	appFace://	OutData	2.14748e-18	1.05696e-18	0	0
14.5	0	259	appFace://	InNacks	0	0	0	0
14.5	0	259	appFace://	OutNacks	0	0	0	0
14.5	0	259	appFace://	InSatisfiedInterests	2.14748e-18	0	0	0
14.5	0	259	appFace://	InTimedOutInterests	2.09715e-12	0	0	0
14.5	0	259	appFace://	OutSatisfiedInterests	2.14748e-18	0	0	0
14.5	0	259	appFace://	OutTimedOutInterests	3.35544e-12	0	0	0
14.5	0	-1	all	SatisfiedInterests	2.49108e-18	0	0	0
14.5	0	-1	all	TimedOutInterests	5.4526e-12	0	0	0
15	0	1	internal://	InInterests	0	0	0	0
15	0	1	internal://	OutInterests	0	0	0	0
15	0	1	internal://	InData	0	0	0	0
15	0	1	internal://	OutData	0	0	0	0
15	0	1	internal://	InNacks	0	0	0	0
15	0	1	internal://	OutNacks	0	0	0	0
15	0	1	internal://	InSatisfiedInterests	0	0	0	0
15	0	1	internal://	InTimedOutInterests	0	0	0	0
15	0	1	internal://	OutSatisfiedInterests	6.01295e-20	0	0	0
15	0	1	internal://	OutTimedOutInterests	0	0	0	0
15	0	2	internal://	InInterests	0	0	0	0
15	0	2	internal://	OutInterests	0	0	0	0
15	0	2	internal://	InData	0	0	0	0
15	0	2	internal://	OutData	0	0	0	0
15	0	2	internal://	InNacks	0	0	0	0
15	0	2	internal://	OutNacks	0	0	0	0
15	0	2	internal://	InSatisfiedInterests	3.43597e-20	0	0	0
15	0	2	internal://	InTimedOutInterests	0	0	0	0
15	0	2	internal://	OutSatisfiedInterests	0	0	0	0
15	0	2	internal://	OutTimedOutInterests	0	0	0	0
15	0	256	internal://	InInterests	0	0	0	0
15	0	256	internal://	OutInterests	0	0	0	0
15	0	256	internal://	InData	0	0	0	0
15	0	256	internal://	OutData	0	0	0	0
15	0	256	internal://	InNacks	0	0	0	0
15	0	256	internal://	OutNacks	0	0	0	0
15	0	256	internal://	InSatisfiedInterests	2.57698e-20	0	0	0
15	0	256	internal://	InTimedOutInterests	0	0	0	0
15	0	256	internal://	OutSatisfiedInterests	0	0	0	0
15	0	256	internal://	OutTimedOutInterests	0	0	0	0
15	0	257	appFace://	InInterests	8.58993e-19	0	0	0
15	0	257	appFace://	OutInterests	2.36223e-18	0	0	0
15	0	257	appFace://	InData	4.29497e-19	2.11393e-19	0	0
15	0	257	appFace://	OutData	0	0	0	0
15	0	257	appFace://	InNacks	0	0	0	0
15	0	257	appFace://	OutNacks	0	0	0	0
15	0	257	appFace://	InSatisfiedInterests	0	0	0	0
15	0	257	appFace://	InTimedOutInterests	3.35544e-13	0	0	0
15	0	257	appFace://	OutSatisfiedInterests	4.29497e-19	0	0	0
15	0	257	appFace://	OutTimedOutInterests	7.54975e-13	0	0	0
15	0	258	appFace://	InInterests	1.28849e-18	0	0	0
15	0	258	appFace://	OutInterests	2.36223e-18	0	0	0
15	0	258	appFace://	InData	0	0	0	0
15	0	258	appFace://	OutData	4.29497e-19	2.11393e-19	0	0
15	0	258	appFace://	InNacks	0	0	0	0
15	0	258	appFace://	OutNacks	0	0	0	0
15	0	258	appFace://	InSatisfiedInterests	4.29497e-19	0	0	0
15	0	258	appFace://	InTimedOutInterests	3.35544e-13	0	0	0
15	0	258	appFace://	OutSatisfiedInterests	4.29497e-19	0	0	0
15	0	258	appFace://	OutTimedOutInterests	7.54975e-13	0	0	0
15	0	259	appFace://	InInterests	1.50324e-18	0	0	0
15	0	259	appFace://	OutInterests	2.14748e-18	0	0	0
15	0	259	appFace://	InData	0	0	0	0
15	0	259	appFace://	OutData	4.29497e-19	2.11393e-19	0	0
15	0	259	appFace://	InNacks	0	0	0	0
15	0	259	appFace://	OutNacks	0	0	0	0
15	0	259	appFace://	InSatisfiedInterests	4.29497e-19	0	0	0
15	0	259	appFace://	InTimedOutInterests	4.1943e-13	0	0	0
15	0	259	appFace://	OutSatisfiedInterests	4.29497e-19	0	0	0
15	0	259	appFace://	OutTimedOutInterests	6.71089e-13	0	0	0
15	0	-1	all	SatisfiedInterests	4.98216e-19	0	0	0
15	0	-1	all	TimedOutInterests	1.09052e-12	0	0	0
15.5	0	1	internal://	InInterests	0	0	0	0
15.5	0	1	internal://	OutInterests	0	0	0	0
15.5	0	1	internal://	InData	0	0	0	0
15.5	0	1	internal://	OutData	0	0	0	0
15.5	0	1	internal://	InNacks	0	0	0	0
15.5	0	1	internal://	OutNacks	0	0	0	0
15.5	0	1	internal://	InSatisfiedInterests	0	0	0	0
15.5	0	1	internal://	InTimedOutInterests	0	0	0	0
15.5	0	1	internal://	OutSatisfiedInterests	1.20259e-20	0	0	0
15.5	0	1	internal://	OutTimedOutInterests	0	0	0	0
15.5	0	2	internal://	InInterests	0	0	0	0
15.5	0	2	internal://	OutInterests	0	0	0	0
15.5	0	2	internal://	InData	0	0	0	0
15.5	0	2	internal://	OutData	0	0	0	0
15.5	0	2	internal://	InNacks	0	0	0	0
15.5	0	2	internal://	OutNacks	0	0	0	0
15.5	0	2	internal://	InSatisfiedInterests	6.87195e-21	0	0	0
15.5	0	2	internal://	InTimedOutInterests	0	0	0	0
15.5	0	2	internal://	OutSatisfiedInterests	0	0	0	0
15.5	0	2	internal://	OutTimedOutInterests	0	0	0	0
15.5	0	256	internal://	InInterests	0	0	0	0
15.5	0	256	internal://	OutInterests	0	0	0	0
15.5	0	256	internal://	InData	0	0	0	0
15.5	0	256	internal://	OutData	0	0	0	0
15.5	0	256	internal://	InNacks	0	0	0	0
15.5	0	256	internal://	OutNacks	0	0	0	0
15.5	0	256	internal://	InSatisfiedInterests	5.15396e-21	0	0	0
15.5	0	256	internal://	InTimedOutInterests	0	0	0	0
15.5	0	256	internal://	OutSatisfiedInterests	0	0	0	0
15.5	0	256	internal://	OutTimedOutInterests	0	0	0	0
15.5	0	257	appFace://	InInterests	1.71799e-19	0	0	0
15.5	0	257	appFace://	OutInterests	4.72446e-19	0	0	0
15.5	0	257	appFace://	InData	8.58993e-20	4.22786e-20	0	0
15.5	0	257	appFace://	OutData	0	0	0	0
15.5	0	257	appFace://	InNacks	0	0	0	0
15.5	0	257	appFace://	OutNacks	0	0	0	0
15.5	0	257	appFace://	InSatisfiedInterests	0	0	0	0
15.5	0	257	appFace://	InTimedOutInterests	6.71089e-14	0	0	0
15.5	0	257	appFace://	OutSatisfiedInterests	8.58993e-20	0	0	0
15.5	0	257	appFace://	OutTimedOutInterests	1.50995e-13	0	0	0
15.5	0	258	appFace://	InInterests	2.57698e-19	0	0	0
15.5	0	258	appFace://	OutInterests	4.72446e-19	0	0	0
15.5	0	258	appFace://	InData	0	0	0	0
15.5	0	258	appFace://	OutData	8.58993e-20	4.22786e-20	0	0
15.5	0	258	appFace://	InNacks	0	0	0	0
15.5	0	258	appFace://	OutNacks	0	0	0	0
15.5	0	258	appFace://	InSatisfiedInterests	8.58993e-20	0	0	0
15.5	0	258	appFace://	InTimedOutInterests	6.71089e-14	0	0	0
15.5	0	258	appFace://	OutSatisfiedInterests	8.58993e-20	0	0	0
15.5	0	258	appFace://	OutTimedOutInterests	1.50995e-13	0	0	0
15.5	0	259	appFace://	InInterests	3.00648e-19	0	0	0
15.5	0	259	appFace://	OutInterests	4.29497e-19	0	0	0
15.5	0	259	appFace://	InData	0	0	0	0
15.5	0	259	appFace://	OutData	8.58993e-20	4.22786e-20	0	0
15.5	0	259	appFace://	InNacks	0	0	0	0
15.5	0	259	appFace://	OutNacks	0	0	0	0
15.5	0	259	appFace://	InSatisfiedInterests	8.58993e-20	0	0	0
15.5	0	259	appFace://	InTimedOutInterests	8.38861e-14	0	0	0
15.5	0	259	appFace://	OutSatisfiedInterests	8.58993e-20	0	0	0
15.5	0	259	appFace://	OutTimedOutInterests	1.34218e-13	0	0	0
15.5	0	-1	all	SatisfiedInterests	9.96432e-20	0	0	0
15.5	0	-1	all	TimedOutInterests	2.18104e-13	0	0	0
16	0	1	internal://	InInterests	0	0	0	0
16	0	1	internal://	OutInterests	0	0	0	0
16	0	1	internal://	InData	0	0	0	0
16	0	1	internal://	OutData	0	0	0	0
16	0	1	internal://	InNacks	0	0	0	0
16	0	1	internal://	OutNacks	0	0	0	0
16	0	1	internal://	InSatisfiedInterests	0	0	0	0
16	0	1	internal://	InTimedOutInterests	0	0	0	0
16	0	1	internal://	OutSatisfiedInterests	2.40518e-21	0	0	0
16	0	1	internal://	OutTimedOutInterests	0	0	0	0
16	0	2	internal://	InInterests	0	0	0	0
16	0	2	internal://	OutInterests	0	0	0	0
16	0	2	internal://	InData	0	0	0	0
16	0	2	internal://	OutData	0	0	0	0
16	0	2	internal://	InNacks	0	0	0	0
16	0	2	internal://	OutNacks	0	0	0	0
16	0	2	internal://	InSatisfiedInterests	1.37439e-21	0	0	0
16	0	2	internal://	InTimedOutInterests	0	0	0	0
16	0	2	internal://	OutSatisfiedInterests	0	0	0	0
16	0	2	internal://	OutTimedOutInterests	0	0	0	0
16	0	256	internal://	InInterests	0	0	0	0
16	0	256	internal://	OutInterests	0	0	0	0
16	0	256	internal://	InData	0	0	0	0
16	0	256	internal://	OutData	0	0	0	0
16	0	256	internal://	InNacks	0	0	0	0
16	0	256	internal://	OutNacks	0	0	0	0
16	0	256	internal://	InSatisfiedInterests	1.03079e-21	0	0	0
16	0	256	internal://	InTimedOutInterests	0	0	0	0
16	0	256	internal://	OutSatisfiedInterests	0	0	0	0
16	0	256	internal://	OutTimedOutInterests	0	0	0	0
16	0	257	appFace://	InInterests	3.43597e-20	0	0	0
16	0	257	appFace://	OutInterests	9.44893e-20	0	0	0
16	0	257	appFace://	InData	1.71799e-20	8.45572e-21	0	0
16	0	257	appFace://	OutData	0	0	0	0
16	0	257	appFace://	InNacks	0	0	0	0
16	0	257	appFace://	OutNacks	0	0	0	0
16	0	257	appFace://	InSatisfiedInterests	0	0	0	0
16	0	257	appFace://	InTimedOutInterests	1.34218e-14	0	0	0
16	0	257	appFace://	OutSatisfiedInterests	1.71799e-20	0	0	0
16	0	257	appFace://	OutTimedOutInterests	3.0199e-14	0	0	0
16	0	258	appFace://	InInterests	5.15396e-20	0	0	0
16	0	258	appFace://	OutInterests	9.44893e-20	0	0	0
16	0	258	appFace://	InData	0	0	0	0
16	0	258	appFace://	OutData	1.71799e-20	8.45572e-21	0	0
16	0	258	appFace://	InNacks	0	0	0	0
16	0	258	appFace://	OutNacks	0	0	0	0
16	0	258	appFace://	InSatisfiedInterests	1.71799e-20	0	0	0
16	0	258	appFace://	InTimedOutInterests	1.34218e-14	0	0	0
16	0	258	appFace://	OutSatisfiedInterests	1.71799e-20	0	0	0
16	0	258	appFace://	OutTimedOutInterests	3.0199e-14	0	0	0
16	0	259	appFace://	InInterests	6.01295e-20	0	0	0
16	0	259	appFace://	OutInterests	8.58993e-20	0	0	0
16	0	259	appFace://	InData	0	0	0	0
16	0	259	appFace://	OutData	1.71799e-20	8.45572e-21	0	0
16	0	259	appFace://	InNacks	0	0	0	0
16	0	259	appFace://	OutNacks	0	0	0	0
16	0	259	appFace://	InSatisfiedInterests	1.71799e-20	0	0	0
16	0	259	appFace://	InTimedOutInterests	1.67772e-14	0	0	0
16	0	259	appFace://	OutSatisfiedInterests	1.71799e-20	0	0	0
16	0	259	appFace://	OutTimedOutInterests	2.68435e-14	0	0	0
16	0	-1	all	SatisfiedInterests	1.99286e-20	0	0	0
16	0	-1	all	TimedOutInterests	4.36208e-14	0	0	0
16.5	0	1	internal://	InInterests	0	0	0	0
16.5	0	1	internal://	OutInterests	0	0	0	0
16.5	0	1	internal://	InData	0	0	0	0
16.5	0	1	internal://	OutData	0	0	0	0
16.5	0	1	internal://	InNacks	0	0	0	0
16.5	0	1	internal://	OutNacks	0	0	0	0
16.5	0	1	internal://	InSatisfiedInterests	0	0	0	0
16.5	0	1	internal://	InTimedOutInterests	0	0	0	0
16.5	0	1	internal://	OutSatisfiedInterests	4.81036e-22	0	0	0
16.5	0	1	internal://	OutTimedOutInterests	0	0	0	0
16.5	0	2	internal://	InInterests	0	0	0	0
16.5	0	2	internal://	OutInterests	0	0	0	0
16.5	0	2	internal://	InData	0	0	0	0
16.5	0	2	internal://	OutData	0	0	0	0
16.5	0	2	internal://	InNacks	0	0	0	0
16.5	0	2	internal://	OutNacks	0	0	0	0
16.5	0	2	internal://	InSatisfiedInterests	2.74878e-22	0	0	0
16.5	0	2	internal://	InTimedOutInterests	0	0	0	0
16.5	0	2	internal://	OutSatisfiedInterests	0	0	0	0
16.5	0	2	internal://	OutTimedOutInterests	0	0	0	0
16.5	0	256	internal://	InInterests	0	0	0	0
16.5	0	256	internal://	OutInterests	0	0	0	0
16.5	0	256	internal://	InData	0	0	0	0
16.5	0	256	internal://	OutData	0	0	0	0
16.5	0	256	internal://	InNacks	0	0	0	0
16.5	0	256	internal://	OutNacks	0	0	0	0
16.5	0	256	internal://	InSatisfiedInterests	2.06158e-22	0	0	0
16.5	0	256	internal://	InTimedOutInterests	0	0	0	0
16.5	0	256	internal://	OutSatisfiedInterests	0	0	0	0
16.5	0	256	internal://	OutTimedOutInterests	0	0	0	0
16.5	0	257	appFace://	InInterests	6.87195e-21	0	0	0
16.5	0	257	appFace://	OutInterests	1.88979e-20	0	0	0
16.5	0	257	appFace://	InData	3.43597e-21	1.69114e-21	0	0
16.5	0	257	appFace://	OutData	0	0	0	0
16.5	0	257	appFace://	InNacks	0	0	0	0
16.5	0	257	appFace://	OutNacks	0	0	0	0
16.5	0	257	appFace://	InSatisfiedInterests	0	0	0	0
16.5	0	257	appFace://	InTimedOutInterests	2.68435e-15	0	0	0
16.5	0	257	appFace://	OutSatisfiedInterests	3.43597e-21	0	0	0
16.5	0	257	appFace://	OutTimedOutInterests	6.0398e-15	0	0	0
16.5	0	258	appFace://	InInterests	1.03079e-20	0	0	0
16.5	0	258	appFace://	OutInterests	1.88979e-20	0	0	0
16.5	0	258	appFace://	InData	0	0	0	0
16.5	0	258	appFace://	OutData	3.43597e-21	1.69114e-21	0	0
16.5	0	258	appFace://	InNacks	0	0	0	0
16.5	0	258	appFace://	OutNacks	0	0	0	0
16.5	0	258	appFace://	InSatisfiedInterests	3.43597e-21	0	0	0
16.5	0	258	appFace://	InTimedOutInterests	2.68435e-15	0	0	0
16.5	0	258	appFace://	OutSatisfiedInterests	3.43597e-21	0	0	0
16.5	0	258	appFace://	OutTimedOutInterests	6.0398e-15	0	0	0
16.5	0	259	appFace://	InInterests	1.20259e-20	0	0	0
16.5	0	259	appFace://	OutInterests	1.71799e-20	0	0	0
16.5	0	259	appFace://	InData	0	0	0	0
16.5	0	259	appFace://	OutData	3.43597e-21	1.69114e-21	0	0
16.5	0	259	appFace://	InNacks	0	0	0	0
16.5	0	259	appFace://	OutNacks	0	0	0	0
16.5	0	259	appFace://	InSatisfiedInterests	3.43597e-21	0	0	0
16.5	0	259	appFace://	InTimedOutInterests	3.35544e-15	0	0	0
16.5	0	259	appFace://	OutSatisfiedInterests	3.43597e-21	0	0	0
16.5	0	259	appFace://	OutTimedOutInterests	5.36871e-15	0	0	0
16.5	0	-1	all	SatisfiedInterests	3.98573e-21	0	0	0
16.5	0	-1	all	TimedOutInterests	8.72415e-15	0	0	0
17	0	1	internal://	InInterests	0	0	0	0
17	0	1	internal://	OutInterests	0	0	0	0
17	0	1	internal://	InData	0	0	0	0
17	0	1	internal://	OutData	0	0	0	0
17	0	1	internal://	InNacks	0	0	0	0
17	0	1	internal://	OutNacks	0	0	0	0
17	0	1	internal://	InSatisfiedInterests	0	0	0	0
17	0	1	internal://	InTimedOutInterests	0	0	0	0
17	0	1	internal://	OutSatisfiedInterests	9.62073e-23	0	0	0
17	0	1	internal://	OutTimedOutInterests	0	0	0	0
17	0	2	internal://	InInterests	0	0	0	0
17	0	2	internal://	OutInterests	0	0	0	0
17	0	2	internal://	InData	0	0	0	0
17	0	2	internal://	OutData	0	0	0	0
17	0	2	internal://	InNacks	0	0	0	0
17	0	2	internal://	OutNacks	0	0	0	0
17	0	2	internal://	InSatisfiedInterests	5.49756e-23	0	0	0
17	0	2	internal://	InTimedOutInterests	0	0	0	0
17	0	2	internal://	OutSatisfiedInterests	0	0	0	0
17	0	2	internal://	OutTimedOutInterests	0	0	0	0
17	0	256	internal://	InInterests	0	0	0	0
17	0	256	internal://	OutInterests	0	0	0	0
17	0	256	internal://	InData	0	0	0	0
17	0	256	internal://	OutData	0	0	0	0
17	0	256	internal://	InNacks	0	0	0	0
17	0	256	internal://	OutNacks	0	0	0	0
17	0	256	internal://	InSatisfiedInterests	4.12317e-23	0	0	0
17	0	256	internal://	InTimedOutInterests	0	0	0	0
17	0	256	internal://	OutSatisfiedInterests	0	0	0	0
17	0	256	internal://	OutTimedOutInterests	0	0	0	0
17	0	257	appFace://	InInterests	1.37439e-21	0	0	0
17	0	257	appFace://	OutInterests	3.77957e-21	0	0	0
17	0	257	appFace://	InData	6.87195e-22	3.38229e-22	0	0
17	0	257	appFace://	OutData	0	0	0	0
17	0	257	appFace://	InNacks	0	0	0	0
17	0	257	appFace://	OutNacks	0	0	0	0
17	0	257	appFace://	InSatisfiedInterests	0	0	0	0
17	0	257	appFace://	InTimedOutInterests	5.36871e-16	0	0	0
17	0	257	appFace://	OutSatisfiedInterests	6.87195e-22	0	0	0
17	0	257	appFace://	OutTimedOutInterests	1.20796e-15	0	0	0
17	0	258	appFace://	InInterests	2.06158e-21	0	0	0
17	0	258	appFace://	OutInterests	3.77957e-21	0	0	0
17	0	258	appFace://	InData	0	0	0	0
17	0	258	appFace://	OutData	6.87195e-22	3.38229e-22	0	0
17	0	258	appFace://	InNacks	0	0	0	0
17	0	258	appFace://	OutNacks	0	0	0	0
17	0	258	appFace://	InSatisfiedInterests	6.87195e-22	0	0	0
17	0	258	appFace://	InTimedOutInterests	5.36871e-16	0	0	0
17	0	258	appFace://	OutSatisfiedInterests	6.87195e-22	0	0	0
17	0	258	appFace://	OutTimedOutInterests	1.20796e-15	0	0	0
17	0	259	appFace://	InInterests	2.40518e-21	0	0	0
17	0	259	appFace://	OutInterests	3.43597e-21	0	0	0
17	0	259	appFace://	InData	0	0	0	0
17	0	259	appFace://	OutData	6.87195e-22	3.38229e-22	0	0
17	0	259	appFace://	InNacks	0	0	0	0
17	0	259	appFace://	OutNacks	0	0	0	0
